"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"10.04.2018 09:00 - 10.04.2018 10:00","286","0"
"10.04.2018 10:00 - 10.04.2018 11:00","301","0"
"10.04.2018 11:00 - 10.04.2018 12:00","324","0"
"10.04.2018 12:00 - 10.04.2018 13:00","292","0"
"10.04.2018 13:00 - 10.04.2018 14:00","311","0"
"10.04.2018 14:00 - 10.04.2018 15:00","361","0"
"10.04.2018 15:00 - 10.04.2018 16:00","412","0"
"10.04.2018 16:00 - 10.04.2018 17:00","402","0"
"10.04.2018 17:00 - 10.04.2018 18:00","346","0"
"10.04.2018 18:00 - 10.04.2018 19:00","337","0"
"10.04.2018 19:00 - 10.04.2018 20:00","334","0"
"10.04.2018 20:00 - 10.04.2018 21:00","380","0"
"10.04.2018 21:00 - 10.04.2018 22:00","543","0"
"10.04.2018 22:00 - 10.04.2018 23:00","676","0"
"10.04.2018 23:00 - 11.04.2018 00:00","867","0"
"11.04.2018 00:00 - 11.04.2018 01:00","882","0"
"11.04.2018 01:00 - 11.04.2018 02:00","932","0"
"11.04.2018 02:00 - 11.04.2018 03:00","906","0"
"11.04.2018 03:00 - 11.04.2018 04:00","875","0"
"11.04.2018 04:00 - 11.04.2018 05:00","874","0"
"11.04.2018 05:00 - 11.04.2018 06:00","674","0"
"11.04.2018 06:00 - 11.04.2018 07:00","469","0"
"11.04.2018 07:00 - 11.04.2018 08:00","310","0"
"11.04.2018 08:00 - 11.04.2018 09:00","267","0"
"11.04.2018 09:00 - 11.04.2018 10:00","323","0"
"11.04.2018 10:00 - 11.04.2018 11:00","315","0"
"11.04.2018 11:00 - 11.04.2018 12:00","344","0"
"11.04.2018 12:00 - 11.04.2018 13:00","331","0"
"11.04.2018 13:00 - 11.04.2018 14:00","381","0"
"11.04.2018 14:00 - 11.04.2018 15:00","466","0"
"11.04.2018 15:00 - 11.04.2018 16:00","507","0"
"11.04.2018 16:00 - 11.04.2018 17:00","484","0"
"11.04.2018 17:00 - 11.04.2018 18:00","395","0"
"11.04.2018 18:00 - 11.04.2018 19:00","353","0"
"11.04.2018 19:00 - 11.04.2018 20:00","296","0"
"11.04.2018 20:00 - 11.04.2018 21:00","315","0"
"11.04.2018 21:00 - 11.04.2018 22:00","420","0"
"11.04.2018 22:00 - 11.04.2018 23:00","562","0"
"11.04.2018 23:00 - 12.04.2018 00:00","653","0"
"12.04.2018 00:00 - 12.04.2018 01:00","569","0"
"12.04.2018 01:00 - 12.04.2018 02:00","539","0"
"12.04.2018 02:00 - 12.04.2018 03:00","539","0"
"12.04.2018 03:00 - 12.04.2018 04:00","527","0"
"12.04.2018 04:00 - 12.04.2018 05:00","474","0"
"12.04.2018 05:00 - 12.04.2018 06:00","501","0"
"12.04.2018 06:00 - 12.04.2018 07:00","356","0"
"12.04.2018 07:00 - 12.04.2018 08:00","208","0"
"12.04.2018 08:00 - 12.04.2018 09:00","140","0"
"12.04.2018 09:00 - 12.04.2018 10:00","190","0"
"12.04.2018 10:00 - 12.04.2018 11:00","241","0"
"12.04.2018 11:00 - 12.04.2018 12:00","271","0"
"12.04.2018 12:00 - 12.04.2018 13:00","333","0"
"12.04.2018 13:00 - 12.04.2018 14:00","366","0"
"12.04.2018 14:00 - 12.04.2018 15:00","515","0"
"12.04.2018 15:00 - 12.04.2018 16:00","455","0"
"12.04.2018 16:00 - 12.04.2018 17:00","422","0"
"12.04.2018 17:00 - 12.04.2018 18:00","369","0"
"12.04.2018 18:00 - 12.04.2018 19:00","372","0"
"12.04.2018 19:00 - 12.04.2018 20:00","351","0"
"12.04.2018 20:00 - 12.04.2018 21:00","448","0"
"12.04.2018 21:00 - 12.04.2018 22:00","534","0"
"12.04.2018 22:00 - 12.04.2018 23:00","635","0"
"12.04.2018 23:00 - 13.04.2018 00:00","747","0"
"13.04.2018 00:00 - 13.04.2018 01:00","800","0"
"13.04.2018 01:00 - 13.04.2018 02:00","840","0"
"13.04.2018 02:00 - 13.04.2018 03:00","821","0"
"13.04.2018 03:00 - 13.04.2018 04:00","777","0"
"13.04.2018 04:00 - 13.04.2018 05:00","768","0"
"13.04.2018 05:00 - 13.04.2018 06:00","572","0"
"13.04.2018 06:00 - 13.04.2018 07:00","249","0"
"13.04.2018 07:00 - 13.04.2018 08:00","115","0"
"13.04.2018 08:00 - 13.04.2018 09:00","176","0"
"13.04.2018 09:00 - 13.04.2018 10:00","245","0"
"13.04.2018 10:00 - 13.04.2018 11:00","246","0"
"13.04.2018 11:00 - 13.04.2018 12:00","395","0"
"13.04.2018 12:00 - 13.04.2018 13:00","517","0"
"13.04.2018 13:00 - 13.04.2018 14:00","575","0"
"13.04.2018 14:00 - 13.04.2018 15:00","713","0"
"13.04.2018 15:00 - 13.04.2018 16:00","773","0"
"13.04.2018 16:00 - 13.04.2018 17:00","633","0"
"13.04.2018 17:00 - 13.04.2018 18:00","534","0"
"13.04.2018 18:00 - 13.04.2018 19:00","534","0"
"13.04.2018 19:00 - 13.04.2018 20:00","561","0"
"13.04.2018 20:00 - 13.04.2018 21:00","696","0"
"13.04.2018 21:00 - 13.04.2018 22:00","834","0"
"13.04.2018 22:00 - 13.04.2018 23:00","910","0"
"13.04.2018 23:00 - 14.04.2018 00:00","1069","0"
"14.04.2018 00:00 - 14.04.2018 01:00","958","0"
"14.04.2018 01:00 - 14.04.2018 02:00","930","0"
"14.04.2018 02:00 - 14.04.2018 03:00","915","0"
"14.04.2018 03:00 - 14.04.2018 04:00","946","0"
"14.04.2018 04:00 - 14.04.2018 05:00","927","0"
"14.04.2018 05:00 - 14.04.2018 06:00","859","0"
"14.04.2018 06:00 - 14.04.2018 07:00","896","0"
"14.04.2018 07:00 - 14.04.2018 08:00","725","0"
"14.04.2018 08:00 - 14.04.2018 09:00","457","0"
"14.04.2018 09:00 - 14.04.2018 10:00","397","0"
"14.04.2018 10:00 - 14.04.2018 11:00","428","0"
"14.04.2018 11:00 - 14.04.2018 12:00","451","0"
"14.04.2018 12:00 - 14.04.2018 13:00","462","0"
"14.04.2018 13:00 - 14.04.2018 14:00","503","0"
"14.04.2018 14:00 - 14.04.2018 15:00","506","0"
"14.04.2018 15:00 - 14.04.2018 16:00","475","0"
"14.04.2018 16:00 - 14.04.2018 17:00","443","0"
"14.04.2018 17:00 - 14.04.2018 18:00","360","0"
"14.04.2018 18:00 - 14.04.2018 19:00","208","0"
"14.04.2018 19:00 - 14.04.2018 20:00","93","0"
"14.04.2018 20:00 - 14.04.2018 21:00","108","0"
"14.04.2018 21:00 - 14.04.2018 22:00","118","0"
"14.04.2018 22:00 - 14.04.2018 23:00","197","0"
"14.04.2018 23:00 - 15.04.2018 00:00","326","0"
"15.04.2018 00:00 - 15.04.2018 01:00","546","0"
"15.04.2018 01:00 - 15.04.2018 02:00","633","0"
"15.04.2018 02:00 - 15.04.2018 03:00","758","0"
"15.04.2018 03:00 - 15.04.2018 04:00","798","0"
"15.04.2018 04:00 - 15.04.2018 05:00","774","0"
"15.04.2018 05:00 - 15.04.2018 06:00","791","0"
"15.04.2018 06:00 - 15.04.2018 07:00","826","0"
"15.04.2018 07:00 - 15.04.2018 08:00","647","0"
"15.04.2018 08:00 - 15.04.2018 09:00","416","0"
"15.04.2018 09:00 - 15.04.2018 10:00","258","0"
"15.04.2018 10:00 - 15.04.2018 11:00","97","0"
"15.04.2018 11:00 - 15.04.2018 12:00","107","0"
"15.04.2018 12:00 - 15.04.2018 13:00","182","0"
"15.04.2018 13:00 - 15.04.2018 14:00","290","0"
"15.04.2018 14:00 - 15.04.2018 15:00","294","0"
"15.04.2018 15:00 - 15.04.2018 16:00","289","0"
"15.04.2018 16:00 - 15.04.2018 17:00","268","0"
"15.04.2018 17:00 - 15.04.2018 18:00","236","0"
"15.04.2018 18:00 - 15.04.2018 19:00","170","0"
"15.04.2018 19:00 - 15.04.2018 20:00","0","24"
"15.04.2018 20:00 - 15.04.2018 21:00","0","65"
"15.04.2018 21:00 - 15.04.2018 22:00","71","0"
"15.04.2018 22:00 - 15.04.2018 23:00","218","0"
"15.04.2018 23:00 - 16.04.2018 00:00","544","0"
"16.04.2018 00:00 - 16.04.2018 01:00","561","0"
"16.04.2018 01:00 - 16.04.2018 02:00","557","0"
"16.04.2018 02:00 - 16.04.2018 03:00","569","0"
"16.04.2018 03:00 - 16.04.2018 04:00","581","0"
"16.04.2018 04:00 - 16.04.2018 05:00","576","0"
"16.04.2018 05:00 - 16.04.2018 06:00","413","0"
"16.04.2018 06:00 - 16.04.2018 07:00","16","0"
"16.04.2018 07:00 - 16.04.2018 08:00","0","278"
"16.04.2018 08:00 - 16.04.2018 09:00","0","394"
"16.04.2018 09:00 - 16.04.2018 10:00","0","453"
"16.04.2018 10:00 - 16.04.2018 11:00","0","380"
"16.04.2018 11:00 - 16.04.2018 12:00","0","372"
"16.04.2018 12:00 - 16.04.2018 13:00","0","316"
"16.04.2018 13:00 - 16.04.2018 14:00","0","321"
"16.04.2018 14:00 - 16.04.2018 15:00","0","223"
"16.04.2018 15:00 - 16.04.2018 16:00","0","221"
"16.04.2018 16:00 - 16.04.2018 17:00","0","213"
"16.04.2018 17:00 - 16.04.2018 18:00","0","228"
"16.04.2018 18:00 - 16.04.2018 19:00","0","284"
"16.04.2018 19:00 - 16.04.2018 20:00","0","353"
"16.04.2018 20:00 - 16.04.2018 21:00","0","393"
"16.04.2018 21:00 - 16.04.2018 22:00","0","214"
"16.04.2018 22:00 - 16.04.2018 23:00","0","69"
"16.04.2018 23:00 - 17.04.2018 00:00","77","0"
"17.04.2018 00:00 - 17.04.2018 01:00","240","0"
"17.04.2018 01:00 - 17.04.2018 02:00","303","0"
"17.04.2018 02:00 - 17.04.2018 03:00","369","0"
"17.04.2018 03:00 - 17.04.2018 04:00","418","0"
"17.04.2018 04:00 - 17.04.2018 05:00","446","0"
"17.04.2018 05:00 - 17.04.2018 06:00","406","0"
"17.04.2018 06:00 - 17.04.2018 07:00","0","160"
"17.04.2018 07:00 - 17.04.2018 08:00","0","401"
"17.04.2018 08:00 - 17.04.2018 09:00","0","412"
"17.04.2018 09:00 - 17.04.2018 10:00","0","392"
"17.04.2018 10:00 - 17.04.2018 11:00","0","349"
"17.04.2018 11:00 - 17.04.2018 12:00","0","321"
"17.04.2018 12:00 - 17.04.2018 13:00","0","330"
"17.04.2018 13:00 - 17.04.2018 14:00","0","245"
"17.04.2018 14:00 - 17.04.2018 15:00","4","0"
"17.04.2018 15:00 - 17.04.2018 16:00","92","0"
"17.04.2018 16:00 - 17.04.2018 17:00","12","0"
"17.04.2018 17:00 - 17.04.2018 18:00","0","184"
"17.04.2018 18:00 - 17.04.2018 19:00","0","294"
"17.04.2018 19:00 - 17.04.2018 20:00","0","283"
"17.04.2018 20:00 - 17.04.2018 21:00","0","150"
"17.04.2018 21:00 - 17.04.2018 22:00","0","63"
"17.04.2018 22:00 - 17.04.2018 23:00","104","0"
"17.04.2018 23:00 - 18.04.2018 00:00","353","0"
"18.04.2018 00:00 - 18.04.2018 01:00","374","0"
"18.04.2018 01:00 - 18.04.2018 02:00","356","0"
"18.04.2018 02:00 - 18.04.2018 03:00","500","0"
"18.04.2018 03:00 - 18.04.2018 04:00","580","0"
"18.04.2018 04:00 - 18.04.2018 05:00","633","0"
"18.04.2018 05:00 - 18.04.2018 06:00","492","0"
"18.04.2018 06:00 - 18.04.2018 07:00","0","97"
"18.04.2018 07:00 - 18.04.2018 08:00","0","308"
"18.04.2018 08:00 - 18.04.2018 09:00","0","257"
"18.04.2018 09:00 - 18.04.2018 10:00","0","255"
"18.04.2018 10:00 - 18.04.2018 11:00","0","233"
"18.04.2018 11:00 - 18.04.2018 12:00","0","162"
"18.04.2018 12:00 - 18.04.2018 13:00","0","83"
"18.04.2018 13:00 - 18.04.2018 14:00","0","40"
"18.04.2018 14:00 - 18.04.2018 15:00","179","0"
"18.04.2018 15:00 - 18.04.2018 16:00","246","0"
"18.04.2018 16:00 - 18.04.2018 17:00","142","0"
"18.04.2018 17:00 - 18.04.2018 18:00","11","0"
"18.04.2018 18:00 - 18.04.2018 19:00","0","227"
"18.04.2018 19:00 - 18.04.2018 20:00","0","260"
"18.04.2018 20:00 - 18.04.2018 21:00","0","140"
"18.04.2018 21:00 - 18.04.2018 22:00","16","0"
"18.04.2018 22:00 - 18.04.2018 23:00","89","0"
"18.04.2018 23:00 - 19.04.2018 00:00","556","0"
"19.04.2018 00:00 - 19.04.2018 01:00","718","0"
"19.04.2018 01:00 - 19.04.2018 02:00","789","0"
"19.04.2018 02:00 - 19.04.2018 03:00","787","0"
"19.04.2018 03:00 - 19.04.2018 04:00","756","0"
"19.04.2018 04:00 - 19.04.2018 05:00","777","0"
"19.04.2018 05:00 - 19.04.2018 06:00","648","0"
"19.04.2018 06:00 - 19.04.2018 07:00","122","0"
"19.04.2018 07:00 - 19.04.2018 08:00","0","228"
"19.04.2018 08:00 - 19.04.2018 09:00","0","192"
"19.04.2018 09:00 - 19.04.2018 10:00","0","126"
"19.04.2018 10:00 - 19.04.2018 11:00","0","103"
"19.04.2018 11:00 - 19.04.2018 12:00","0","105"
"19.04.2018 12:00 - 19.04.2018 13:00","0","24"
"19.04.2018 13:00 - 19.04.2018 14:00","0","18"
"19.04.2018 14:00 - 19.04.2018 15:00","190","0"
"19.04.2018 15:00 - 19.04.2018 16:00","211","0"
"19.04.2018 16:00 - 19.04.2018 17:00","84","0"
"19.04.2018 17:00 - 19.04.2018 18:00","0","209"
"19.04.2018 18:00 - 19.04.2018 19:00","0","224"
"19.04.2018 19:00 - 19.04.2018 20:00","0","268"
"19.04.2018 20:00 - 19.04.2018 21:00","0","150"
"19.04.2018 21:00 - 19.04.2018 22:00","127","0"
"19.04.2018 22:00 - 19.04.2018 23:00","374","0"
"19.04.2018 23:00 - 20.04.2018 00:00","639","0"
"20.04.2018 00:00 - 20.04.2018 01:00","711","0"
"20.04.2018 01:00 - 20.04.2018 02:00","697","0"
"20.04.2018 02:00 - 20.04.2018 03:00","695","0"
"20.04.2018 03:00 - 20.04.2018 04:00","729","0"
"20.04.2018 04:00 - 20.04.2018 05:00","763","0"
"20.04.2018 05:00 - 20.04.2018 06:00","674","0"
"20.04.2018 06:00 - 20.04.2018 07:00","326","0"
"20.04.2018 07:00 - 20.04.2018 08:00","142","0"
"20.04.2018 08:00 - 20.04.2018 09:00","127","0"
"20.04.2018 09:00 - 20.04.2018 10:00","142","0"
"20.04.2018 10:00 - 20.04.2018 11:00","186","0"
"20.04.2018 11:00 - 20.04.2018 12:00","155","0"
"20.04.2018 12:00 - 20.04.2018 13:00","245","0"
"20.04.2018 13:00 - 20.04.2018 14:00","379","0"
"20.04.2018 14:00 - 20.04.2018 15:00","474","0"
"20.04.2018 15:00 - 20.04.2018 16:00","548","0"
"20.04.2018 16:00 - 20.04.2018 17:00","471","0"
"20.04.2018 17:00 - 20.04.2018 18:00","357","0"
"20.04.2018 18:00 - 20.04.2018 19:00","186","0"
"20.04.2018 19:00 - 20.04.2018 20:00","235","0"
"20.04.2018 20:00 - 20.04.2018 21:00","293","0"
"20.04.2018 21:00 - 20.04.2018 22:00","370","0"
"20.04.2018 22:00 - 20.04.2018 23:00","522","0"
"20.04.2018 23:00 - 21.04.2018 00:00","716","0"
"21.04.2018 00:00 - 21.04.2018 01:00","691","0"
"21.04.2018 01:00 - 21.04.2018 02:00","681","0"
"21.04.2018 02:00 - 21.04.2018 03:00","666","0"
"21.04.2018 03:00 - 21.04.2018 04:00","655","0"
"21.04.2018 04:00 - 21.04.2018 05:00","629","0"
"21.04.2018 05:00 - 21.04.2018 06:00","665","0"
"21.04.2018 06:00 - 21.04.2018 07:00","715","0"
"21.04.2018 07:00 - 21.04.2018 08:00","583","0"
"21.04.2018 08:00 - 21.04.2018 09:00","525","0"
"21.04.2018 09:00 - 21.04.2018 10:00","601","0"
"21.04.2018 10:00 - 21.04.2018 11:00","619","0"
"21.04.2018 11:00 - 21.04.2018 12:00","641","0"
"21.04.2018 12:00 - 21.04.2018 13:00","715","0"
"21.04.2018 13:00 - 21.04.2018 14:00","717","0"
"21.04.2018 14:00 - 21.04.2018 15:00","702","0"
"21.04.2018 15:00 - 21.04.2018 16:00","663","0"
"21.04.2018 16:00 - 21.04.2018 17:00","699","0"
"21.04.2018 17:00 - 21.04.2018 18:00","691","0"
"21.04.2018 18:00 - 21.04.2018 19:00","578","0"
"21.04.2018 19:00 - 21.04.2018 20:00","533","0"
"21.04.2018 20:00 - 21.04.2018 21:00","544","0"
"21.04.2018 21:00 - 21.04.2018 22:00","588","0"
"21.04.2018 22:00 - 21.04.2018 23:00","608","0"
"21.04.2018 23:00 - 22.04.2018 00:00","603","0"
"22.04.2018 00:00 - 22.04.2018 01:00","667","0"
"22.04.2018 01:00 - 22.04.2018 02:00","744","0"
"22.04.2018 02:00 - 22.04.2018 03:00","810","0"
"22.04.2018 03:00 - 22.04.2018 04:00","774","0"
"22.04.2018 04:00 - 22.04.2018 05:00","748","0"
"22.04.2018 05:00 - 22.04.2018 06:00","724","0"
"22.04.2018 06:00 - 22.04.2018 07:00","676","0"
"22.04.2018 07:00 - 22.04.2018 08:00","466","0"
"22.04.2018 08:00 - 22.04.2018 09:00","410","0"
"22.04.2018 09:00 - 22.04.2018 10:00","327","0"
"22.04.2018 10:00 - 22.04.2018 11:00","278","0"
"22.04.2018 11:00 - 22.04.2018 12:00","263","0"
"22.04.2018 12:00 - 22.04.2018 13:00","311","0"
"22.04.2018 13:00 - 22.04.2018 14:00","334","0"
"22.04.2018 14:00 - 22.04.2018 15:00","399","0"
"22.04.2018 15:00 - 22.04.2018 16:00","341","0"
"22.04.2018 16:00 - 22.04.2018 17:00","242","0"
"22.04.2018 17:00 - 22.04.2018 18:00","205","0"
"22.04.2018 18:00 - 22.04.2018 19:00","183","0"
"22.04.2018 19:00 - 22.04.2018 20:00","162","0"
"22.04.2018 20:00 - 22.04.2018 21:00","153","0"
"22.04.2018 21:00 - 22.04.2018 22:00","175","0"
"22.04.2018 22:00 - 22.04.2018 23:00","353","0"
"22.04.2018 23:00 - 23.04.2018 00:00","453","0"
"23.04.2018 00:00 - 23.04.2018 01:00","657","0"
"23.04.2018 01:00 - 23.04.2018 02:00","732","0"
"23.04.2018 02:00 - 23.04.2018 03:00","684","0"
"23.04.2018 03:00 - 23.04.2018 04:00","523","0"
"23.04.2018 04:00 - 23.04.2018 05:00","548","0"
"23.04.2018 05:00 - 23.04.2018 06:00","528","0"
"23.04.2018 06:00 - 23.04.2018 07:00","336","0"
"23.04.2018 07:00 - 23.04.2018 08:00","318","0"
"23.04.2018 08:00 - 23.04.2018 09:00","227","0"
"23.04.2018 09:00 - 23.04.2018 10:00","241","0"
"23.04.2018 10:00 - 23.04.2018 11:00","364","0"
"23.04.2018 11:00 - 23.04.2018 12:00","455","0"
"23.04.2018 12:00 - 23.04.2018 13:00","559","0"
"23.04.2018 13:00 - 23.04.2018 14:00","604","0"
"23.04.2018 14:00 - 23.04.2018 15:00","708","0"
"23.04.2018 15:00 - 23.04.2018 16:00","693","0"
"23.04.2018 16:00 - 23.04.2018 17:00","688","0"
"23.04.2018 17:00 - 23.04.2018 18:00","611","0"
"23.04.2018 18:00 - 23.04.2018 19:00","538","0"
"23.04.2018 19:00 - 23.04.2018 20:00","507","0"
"23.04.2018 20:00 - 23.04.2018 21:00","566","0"
"23.04.2018 21:00 - 23.04.2018 22:00","550","0"
"23.04.2018 22:00 - 23.04.2018 23:00","686","0"
"23.04.2018 23:00 - 24.04.2018 00:00","667","0"
"24.04.2018 00:00 - 24.04.2018 01:00","687","0"
"24.04.2018 01:00 - 24.04.2018 02:00","667","0"
"24.04.2018 02:00 - 24.04.2018 03:00","641","0"
"24.04.2018 03:00 - 24.04.2018 04:00","629","0"
"24.04.2018 04:00 - 24.04.2018 05:00","664","0"
"24.04.2018 05:00 - 24.04.2018 06:00","612","0"
"24.04.2018 06:00 - 24.04.2018 07:00","387","0"
"24.04.2018 07:00 - 24.04.2018 08:00","317","0"
"24.04.2018 08:00 - 24.04.2018 09:00","398","0"
"24.04.2018 09:00 - 24.04.2018 10:00","366","0"
"24.04.2018 10:00 - 24.04.2018 11:00","337","0"
"24.04.2018 11:00 - 24.04.2018 12:00","323","0"
"24.04.2018 12:00 - 24.04.2018 13:00","355","0"
"24.04.2018 13:00 - 24.04.2018 14:00","306","0"
"24.04.2018 14:00 - 24.04.2018 15:00","480","0"
"24.04.2018 15:00 - 24.04.2018 16:00","518","0"
"24.04.2018 16:00 - 24.04.2018 17:00","489","0"
"24.04.2018 17:00 - 24.04.2018 18:00","407","0"
"24.04.2018 18:00 - 24.04.2018 19:00","323","0"
"24.04.2018 19:00 - 24.04.2018 20:00","268","0"
"24.04.2018 20:00 - 24.04.2018 21:00","395","0"
"24.04.2018 21:00 - 24.04.2018 22:00","473","0"
"24.04.2018 22:00 - 24.04.2018 23:00","517","0"
"24.04.2018 23:00 - 25.04.2018 00:00","655","0"
"25.04.2018 00:00 - 25.04.2018 01:00","493","0"
"25.04.2018 01:00 - 25.04.2018 02:00","590","0"
"25.04.2018 02:00 - 25.04.2018 03:00","646","0"
"25.04.2018 03:00 - 25.04.2018 04:00","595","0"
"25.04.2018 04:00 - 25.04.2018 05:00","586","0"
"25.04.2018 05:00 - 25.04.2018 06:00","529","0"
"25.04.2018 06:00 - 25.04.2018 07:00","304","0"
"25.04.2018 07:00 - 25.04.2018 08:00","30","0"
"25.04.2018 08:00 - 25.04.2018 09:00","6","0"
"25.04.2018 09:00 - 25.04.2018 10:00","0","27"
"25.04.2018 10:00 - 25.04.2018 11:00","0","46"
"25.04.2018 11:00 - 25.04.2018 12:00","0","5"
"25.04.2018 12:00 - 25.04.2018 13:00","75","0"
"25.04.2018 13:00 - 25.04.2018 14:00","175","0"
"25.04.2018 14:00 - 25.04.2018 15:00","48","0"
"25.04.2018 15:00 - 25.04.2018 16:00","105","0"
"25.04.2018 16:00 - 25.04.2018 17:00","201","0"
"25.04.2018 17:00 - 25.04.2018 18:00","168","0"
"25.04.2018 18:00 - 25.04.2018 19:00","185","0"
"25.04.2018 19:00 - 25.04.2018 20:00","177","0"
"25.04.2018 20:00 - 25.04.2018 21:00","170","0"
"25.04.2018 21:00 - 25.04.2018 22:00","200","0"
"25.04.2018 22:00 - 25.04.2018 23:00","372","0"
"25.04.2018 23:00 - 26.04.2018 00:00","637","0"
"26.04.2018 00:00 - 26.04.2018 01:00","752","0"
"26.04.2018 01:00 - 26.04.2018 02:00","751","0"
"26.04.2018 02:00 - 26.04.2018 03:00","741","0"
"26.04.2018 03:00 - 26.04.2018 04:00","716","0"
"26.04.2018 04:00 - 26.04.2018 05:00","746","0"
"26.04.2018 05:00 - 26.04.2018 06:00","711","0"
"26.04.2018 06:00 - 26.04.2018 07:00","406","0"
"26.04.2018 07:00 - 26.04.2018 08:00","19","0"
"26.04.2018 08:00 - 26.04.2018 09:00","0","71"
"26.04.2018 09:00 - 26.04.2018 10:00","54","0"
"26.04.2018 10:00 - 26.04.2018 11:00","122","0"
"26.04.2018 11:00 - 26.04.2018 12:00","150","0"
"26.04.2018 12:00 - 26.04.2018 13:00","143","0"
"26.04.2018 13:00 - 26.04.2018 14:00","209","0"
"26.04.2018 14:00 - 26.04.2018 15:00","273","0"
"26.04.2018 15:00 - 26.04.2018 16:00","353","0"
"26.04.2018 16:00 - 26.04.2018 17:00","434","0"
"26.04.2018 17:00 - 26.04.2018 18:00","436","0"
"26.04.2018 18:00 - 26.04.2018 19:00","341","0"
"26.04.2018 19:00 - 26.04.2018 20:00","173","0"
"26.04.2018 20:00 - 26.04.2018 21:00","147","0"
"26.04.2018 21:00 - 26.04.2018 22:00","37","0"
"26.04.2018 22:00 - 26.04.2018 23:00","229","0"
"26.04.2018 23:00 - 27.04.2018 00:00","616","0"
"27.04.2018 00:00 - 27.04.2018 01:00","718","0"
"27.04.2018 01:00 - 27.04.2018 02:00","714","0"
"27.04.2018 02:00 - 27.04.2018 03:00","747","0"
"27.04.2018 03:00 - 27.04.2018 04:00","720","0"
"27.04.2018 04:00 - 27.04.2018 05:00","718","0"
"27.04.2018 05:00 - 27.04.2018 06:00","643","0"
"27.04.2018 06:00 - 27.04.2018 07:00","211","0"
"27.04.2018 07:00 - 27.04.2018 08:00","0","21"
"27.04.2018 08:00 - 27.04.2018 09:00","0","74"
"27.04.2018 09:00 - 27.04.2018 10:00","0","66"
"27.04.2018 10:00 - 27.04.2018 11:00","32","0"
"27.04.2018 11:00 - 27.04.2018 12:00","224","0"
"27.04.2018 12:00 - 27.04.2018 13:00","351","0"
"27.04.2018 13:00 - 27.04.2018 14:00","474","0"
"27.04.2018 14:00 - 27.04.2018 15:00","554","0"
"27.04.2018 15:00 - 27.04.2018 16:00","476","0"
"27.04.2018 16:00 - 27.04.2018 17:00","413","0"
"27.04.2018 17:00 - 27.04.2018 18:00","293","0"
"27.04.2018 18:00 - 27.04.2018 19:00","177","0"
"27.04.2018 19:00 - 27.04.2018 20:00","163","0"
"27.04.2018 20:00 - 27.04.2018 21:00","181","0"
"27.04.2018 21:00 - 27.04.2018 22:00","108","0"
"27.04.2018 22:00 - 27.04.2018 23:00","178","0"
"27.04.2018 23:00 - 28.04.2018 00:00","465","0"
"28.04.2018 00:00 - 28.04.2018 01:00","545","0"
"28.04.2018 01:00 - 28.04.2018 02:00","649","0"
"28.04.2018 02:00 - 28.04.2018 03:00","679","0"
"28.04.2018 03:00 - 28.04.2018 04:00","660","0"
"28.04.2018 04:00 - 28.04.2018 05:00","687","0"
"28.04.2018 05:00 - 28.04.2018 06:00","677","0"
"28.04.2018 06:00 - 28.04.2018 07:00","562","0"
"28.04.2018 07:00 - 28.04.2018 08:00","406","0"
"28.04.2018 08:00 - 28.04.2018 09:00","302","0"
"28.04.2018 09:00 - 28.04.2018 10:00","270","0"
"28.04.2018 10:00 - 28.04.2018 11:00","288","0"
"28.04.2018 11:00 - 28.04.2018 12:00","368","0"
"28.04.2018 12:00 - 28.04.2018 13:00","439","0"
"28.04.2018 13:00 - 28.04.2018 14:00","497","0"
"28.04.2018 14:00 - 28.04.2018 15:00","528","0"
"28.04.2018 15:00 - 28.04.2018 16:00","532","0"
"28.04.2018 16:00 - 28.04.2018 17:00","500","0"
"28.04.2018 17:00 - 28.04.2018 18:00","350","0"
"28.04.2018 18:00 - 28.04.2018 19:00","279","0"
"28.04.2018 19:00 - 28.04.2018 20:00","224","0"
"28.04.2018 20:00 - 28.04.2018 21:00","129","0"
"28.04.2018 21:00 - 28.04.2018 22:00","185","0"
"28.04.2018 22:00 - 28.04.2018 23:00","384","0"
"28.04.2018 23:00 - 29.04.2018 00:00","531","0"
"29.04.2018 00:00 - 29.04.2018 01:00","570","0"
"29.04.2018 01:00 - 29.04.2018 02:00","731","0"
"29.04.2018 02:00 - 29.04.2018 03:00","774","0"
"29.04.2018 03:00 - 29.04.2018 04:00","793","0"
"29.04.2018 04:00 - 29.04.2018 05:00","801","0"
"29.04.2018 05:00 - 29.04.2018 06:00","829","0"
"29.04.2018 06:00 - 29.04.2018 07:00","812","0"
"29.04.2018 07:00 - 29.04.2018 08:00","698","0"
"29.04.2018 08:00 - 29.04.2018 09:00","465","0"
"29.04.2018 09:00 - 29.04.2018 10:00","345","0"
"29.04.2018 10:00 - 29.04.2018 11:00","291","0"
"29.04.2018 11:00 - 29.04.2018 12:00","309","0"
"29.04.2018 12:00 - 29.04.2018 13:00","366","0"
"29.04.2018 13:00 - 29.04.2018 14:00","410","0"
"29.04.2018 14:00 - 29.04.2018 15:00","473","0"
"29.04.2018 15:00 - 29.04.2018 16:00","541","0"
"29.04.2018 16:00 - 29.04.2018 17:00","533","0"
