"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"23.02.2017 10:00 - 23.02.2017 11:00","136","0"
"23.02.2017 11:00 - 23.02.2017 12:00","117","0"
"23.02.2017 12:00 - 23.02.2017 13:00","37","0"
"23.02.2017 13:00 - 23.02.2017 14:00","12","0"
"23.02.2017 14:00 - 23.02.2017 15:00","42","0"
"23.02.2017 15:00 - 23.02.2017 16:00","89","0"
"23.02.2017 16:00 - 23.02.2017 17:00","66","0"
"23.02.2017 17:00 - 23.02.2017 18:00","0","125"
"23.02.2017 18:00 - 23.02.2017 19:00","0","98"
"23.02.2017 19:00 - 23.02.2017 20:00","59","0"
"23.02.2017 20:00 - 23.02.2017 21:00","299","0"
"23.02.2017 21:00 - 23.02.2017 22:00","379","0"
"23.02.2017 22:00 - 23.02.2017 23:00","390","0"
"23.02.2017 23:00 - 24.02.2017 00:00","516","0"
"24.02.2017 00:00 - 24.02.2017 01:00","460","0"
"24.02.2017 01:00 - 24.02.2017 02:00","515","0"
"24.02.2017 02:00 - 24.02.2017 03:00","541","0"
"24.02.2017 03:00 - 24.02.2017 04:00","539","0"
"24.02.2017 04:00 - 24.02.2017 05:00","412","0"
"24.02.2017 05:00 - 24.02.2017 06:00","141","0"
"24.02.2017 06:00 - 24.02.2017 07:00","145","0"
"24.02.2017 07:00 - 24.02.2017 08:00","0","42"
"24.02.2017 08:00 - 24.02.2017 09:00","0","77"
"24.02.2017 09:00 - 24.02.2017 10:00","0","35"
"24.02.2017 10:00 - 24.02.2017 11:00","0","16"
"24.02.2017 11:00 - 24.02.2017 12:00","0","21"
"24.02.2017 12:00 - 24.02.2017 13:00","8","0"
"24.02.2017 13:00 - 24.02.2017 14:00","101","0"
"24.02.2017 14:00 - 24.02.2017 15:00","193","0"
"24.02.2017 15:00 - 24.02.2017 16:00","124","0"
"24.02.2017 16:00 - 24.02.2017 17:00","40","0"
"24.02.2017 17:00 - 24.02.2017 18:00","0","191"
"24.02.2017 18:00 - 24.02.2017 19:00","0","254"
"24.02.2017 19:00 - 24.02.2017 20:00","0","146"
"24.02.2017 20:00 - 24.02.2017 21:00","26","0"
"24.02.2017 21:00 - 24.02.2017 22:00","87","0"
"24.02.2017 22:00 - 24.02.2017 23:00","146","0"
"24.02.2017 23:00 - 25.02.2017 00:00","126","0"
"25.02.2017 00:00 - 25.02.2017 01:00","118","0"
"25.02.2017 01:00 - 25.02.2017 02:00","120","0"
"25.02.2017 02:00 - 25.02.2017 03:00","113","0"
"25.02.2017 03:00 - 25.02.2017 04:00","103","0"
"25.02.2017 04:00 - 25.02.2017 05:00","46","0"
"25.02.2017 05:00 - 25.02.2017 06:00","67","0"
"25.02.2017 06:00 - 25.02.2017 07:00","67","0"
"25.02.2017 07:00 - 25.02.2017 08:00","79","0"
"25.02.2017 08:00 - 25.02.2017 09:00","35","0"
"25.02.2017 09:00 - 25.02.2017 10:00","0","17"
"25.02.2017 10:00 - 25.02.2017 11:00","6","0"
"25.02.2017 11:00 - 25.02.2017 12:00","120","0"
"25.02.2017 12:00 - 25.02.2017 13:00","245","0"
"25.02.2017 13:00 - 25.02.2017 14:00","302","0"
"25.02.2017 14:00 - 25.02.2017 15:00","243","0"
"25.02.2017 15:00 - 25.02.2017 16:00","193","0"
"25.02.2017 16:00 - 25.02.2017 17:00","185","0"
"25.02.2017 17:00 - 25.02.2017 18:00","52","0"
"25.02.2017 18:00 - 25.02.2017 19:00","19","0"
"25.02.2017 19:00 - 25.02.2017 20:00","113","0"
"25.02.2017 20:00 - 25.02.2017 21:00","230","0"
"25.02.2017 21:00 - 25.02.2017 22:00","190","0"
"25.02.2017 22:00 - 25.02.2017 23:00","214","0"
"25.02.2017 23:00 - 26.02.2017 00:00","356","0"
"26.02.2017 00:00 - 26.02.2017 01:00","307","0"
"26.02.2017 01:00 - 26.02.2017 02:00","337","0"
"26.02.2017 02:00 - 26.02.2017 03:00","375","0"
"26.02.2017 03:00 - 26.02.2017 04:00","358","0"
"26.02.2017 04:00 - 26.02.2017 05:00","357","0"
"26.02.2017 05:00 - 26.02.2017 06:00","275","0"
"26.02.2017 06:00 - 26.02.2017 07:00","263","0"
"26.02.2017 07:00 - 26.02.2017 08:00","202","0"
"26.02.2017 08:00 - 26.02.2017 09:00","93","0"
"26.02.2017 09:00 - 26.02.2017 10:00","79","0"
"26.02.2017 10:00 - 26.02.2017 11:00","74","0"
"26.02.2017 11:00 - 26.02.2017 12:00","45","0"
"26.02.2017 12:00 - 26.02.2017 13:00","65","0"
"26.02.2017 13:00 - 26.02.2017 14:00","87","0"
"26.02.2017 14:00 - 26.02.2017 15:00","68","0"
"26.02.2017 15:00 - 26.02.2017 16:00","62","0"
"26.02.2017 16:00 - 26.02.2017 17:00","38","0"
"26.02.2017 17:00 - 26.02.2017 18:00","0","156"
"26.02.2017 18:00 - 26.02.2017 19:00","0","257"
"26.02.2017 19:00 - 26.02.2017 20:00","0","179"
"26.02.2017 20:00 - 26.02.2017 21:00","0","0"
"26.02.2017 21:00 - 26.02.2017 22:00","123","0"
"26.02.2017 22:00 - 26.02.2017 23:00","95","0"
"26.02.2017 23:00 - 27.02.2017 00:00","199","0"
"27.02.2017 00:00 - 27.02.2017 01:00","166","0"
"27.02.2017 01:00 - 27.02.2017 02:00","235","0"
"27.02.2017 02:00 - 27.02.2017 03:00","329","0"
"27.02.2017 03:00 - 27.02.2017 04:00","274","0"
"27.02.2017 04:00 - 27.02.2017 05:00","107","0"
"27.02.2017 05:00 - 27.02.2017 06:00","10","0"
"27.02.2017 06:00 - 27.02.2017 07:00","0","66"
"27.02.2017 07:00 - 27.02.2017 08:00","0","51"
"27.02.2017 08:00 - 27.02.2017 09:00","0","68"
"27.02.2017 09:00 - 27.02.2017 10:00","0","91"
"27.02.2017 10:00 - 27.02.2017 11:00","0","107"
"27.02.2017 11:00 - 27.02.2017 12:00","0","99"
"27.02.2017 12:00 - 27.02.2017 13:00","27","0"
"27.02.2017 13:00 - 27.02.2017 14:00","57","0"
"27.02.2017 14:00 - 27.02.2017 15:00","46","0"
"27.02.2017 15:00 - 27.02.2017 16:00","20","0"
"27.02.2017 16:00 - 27.02.2017 17:00","0","108"
"27.02.2017 17:00 - 27.02.2017 18:00","0","251"
"27.02.2017 18:00 - 27.02.2017 19:00","0","235"
"27.02.2017 19:00 - 27.02.2017 20:00","0","127"
"27.02.2017 20:00 - 27.02.2017 21:00","93","0"
"27.02.2017 21:00 - 27.02.2017 22:00","247","0"
"27.02.2017 22:00 - 27.02.2017 23:00","326","0"
"27.02.2017 23:00 - 28.02.2017 00:00","440","0"
"28.02.2017 00:00 - 28.02.2017 01:00","415","0"
"28.02.2017 01:00 - 28.02.2017 02:00","386","0"
"28.02.2017 02:00 - 28.02.2017 03:00","414","0"
"28.02.2017 03:00 - 28.02.2017 04:00","444","0"
"28.02.2017 04:00 - 28.02.2017 05:00","370","0"
"28.02.2017 05:00 - 28.02.2017 06:00","175","0"
"28.02.2017 06:00 - 28.02.2017 07:00","164","0"
"28.02.2017 07:00 - 28.02.2017 08:00","87","0"
"28.02.2017 08:00 - 28.02.2017 09:00","60","0"
"28.02.2017 09:00 - 28.02.2017 10:00","40","0"
"28.02.2017 10:00 - 28.02.2017 11:00","108","0"
"28.02.2017 11:00 - 28.02.2017 12:00","152","0"
"28.02.2017 12:00 - 28.02.2017 13:00","185","0"
"28.02.2017 13:00 - 28.02.2017 14:00","99","0"
"28.02.2017 14:00 - 28.02.2017 15:00","89","0"
"28.02.2017 15:00 - 28.02.2017 16:00","76","0"
"28.02.2017 16:00 - 28.02.2017 17:00","82","0"
"28.02.2017 17:00 - 28.02.2017 18:00","0","150"
"28.02.2017 18:00 - 28.02.2017 19:00","0","139"
"28.02.2017 19:00 - 28.02.2017 20:00","0","48"
"28.02.2017 20:00 - 28.02.2017 21:00","96","0"
"28.02.2017 21:00 - 28.02.2017 22:00","154","0"
"28.02.2017 22:00 - 28.02.2017 23:00","242","0"
"28.02.2017 23:00 - 01.03.2017 00:00","214","0"
"01.03.2017 00:00 - 01.03.2017 01:00","151","0"
"01.03.2017 01:00 - 01.03.2017 02:00","196","0"
"01.03.2017 02:00 - 01.03.2017 03:00","359","0"
"01.03.2017 03:00 - 01.03.2017 04:00","380","0"
"01.03.2017 04:00 - 01.03.2017 05:00","133","0"
"01.03.2017 05:00 - 01.03.2017 06:00","32","0"
"01.03.2017 06:00 - 01.03.2017 07:00","0","37"
"01.03.2017 07:00 - 01.03.2017 08:00","0","70"
"01.03.2017 08:00 - 01.03.2017 09:00","2","0"
"01.03.2017 09:00 - 01.03.2017 10:00","0","13"
"01.03.2017 10:00 - 01.03.2017 11:00","0","29"
"01.03.2017 11:00 - 01.03.2017 12:00","0","27"
"01.03.2017 12:00 - 01.03.2017 13:00","0","27"
"01.03.2017 13:00 - 01.03.2017 14:00","0","49"
"01.03.2017 14:00 - 01.03.2017 15:00","0","29"
"01.03.2017 15:00 - 01.03.2017 16:00","15","0"
"01.03.2017 16:00 - 01.03.2017 17:00","0","12"
"01.03.2017 17:00 - 01.03.2017 18:00","0","95"
"01.03.2017 18:00 - 01.03.2017 19:00","0","171"
"01.03.2017 19:00 - 01.03.2017 20:00","0","157"
"01.03.2017 20:00 - 01.03.2017 21:00","0","102"
"01.03.2017 21:00 - 01.03.2017 22:00","0","97"
"01.03.2017 22:00 - 01.03.2017 23:00","0","58"
"01.03.2017 23:00 - 02.03.2017 00:00","111","0"
"02.03.2017 00:00 - 02.03.2017 01:00","124","0"
"02.03.2017 01:00 - 02.03.2017 02:00","159","0"
"02.03.2017 02:00 - 02.03.2017 03:00","326","0"
"02.03.2017 03:00 - 02.03.2017 04:00","343","0"
"02.03.2017 04:00 - 02.03.2017 05:00","224","0"
"02.03.2017 05:00 - 02.03.2017 06:00","177","0"
"02.03.2017 06:00 - 02.03.2017 07:00","55","0"
"02.03.2017 07:00 - 02.03.2017 08:00","0","133"
"02.03.2017 08:00 - 02.03.2017 09:00","31","0"
"02.03.2017 09:00 - 02.03.2017 10:00","251","0"
"02.03.2017 10:00 - 02.03.2017 11:00","222","0"
"02.03.2017 11:00 - 02.03.2017 12:00","222","0"
"02.03.2017 12:00 - 02.03.2017 13:00","228","0"
"02.03.2017 13:00 - 02.03.2017 14:00","247","0"
"02.03.2017 14:00 - 02.03.2017 15:00","241","0"
"02.03.2017 15:00 - 02.03.2017 16:00","270","0"
"02.03.2017 16:00 - 02.03.2017 17:00","304","0"
"02.03.2017 17:00 - 02.03.2017 18:00","39","0"
"02.03.2017 18:00 - 02.03.2017 19:00","0","112"
"02.03.2017 19:00 - 02.03.2017 20:00","0","126"
"02.03.2017 20:00 - 02.03.2017 21:00","14","0"
"02.03.2017 21:00 - 02.03.2017 22:00","235","0"
"02.03.2017 22:00 - 02.03.2017 23:00","337","0"
"02.03.2017 23:00 - 03.03.2017 00:00","456","0"
"03.03.2017 00:00 - 03.03.2017 01:00","356","0"
"03.03.2017 01:00 - 03.03.2017 02:00","408","0"
"03.03.2017 02:00 - 03.03.2017 03:00","394","0"
"03.03.2017 03:00 - 03.03.2017 04:00","225","0"
"03.03.2017 04:00 - 03.03.2017 05:00","150","0"
"03.03.2017 05:00 - 03.03.2017 06:00","42","0"
"03.03.2017 06:00 - 03.03.2017 07:00","0","67"
"03.03.2017 07:00 - 03.03.2017 08:00","0","127"
"03.03.2017 08:00 - 03.03.2017 09:00","0","124"
"03.03.2017 09:00 - 03.03.2017 10:00","0","80"
"03.03.2017 10:00 - 03.03.2017 11:00","0","129"
"03.03.2017 11:00 - 03.03.2017 12:00","0","144"
"03.03.2017 12:00 - 03.03.2017 13:00","0","75"
"03.03.2017 13:00 - 03.03.2017 14:00","0","105"
"03.03.2017 14:00 - 03.03.2017 15:00","0","177"
"03.03.2017 15:00 - 03.03.2017 16:00","0","230"
"03.03.2017 16:00 - 03.03.2017 17:00","0","271"
"03.03.2017 17:00 - 03.03.2017 18:00","0","395"
"03.03.2017 18:00 - 03.03.2017 19:00","0","361"
"03.03.2017 19:00 - 03.03.2017 20:00","0","235"
"03.03.2017 20:00 - 03.03.2017 21:00","0","138"
"03.03.2017 21:00 - 03.03.2017 22:00","0","174"
"03.03.2017 22:00 - 03.03.2017 23:00","0","123"
"03.03.2017 23:00 - 04.03.2017 00:00","0","29"
"04.03.2017 00:00 - 04.03.2017 01:00","0","139"
"04.03.2017 01:00 - 04.03.2017 02:00","21","0"
"04.03.2017 02:00 - 04.03.2017 03:00","78","0"
"04.03.2017 03:00 - 04.03.2017 04:00","150","0"
"04.03.2017 04:00 - 04.03.2017 05:00","181","0"
"04.03.2017 05:00 - 04.03.2017 06:00","85","0"
"04.03.2017 06:00 - 04.03.2017 07:00","204","0"
"04.03.2017 07:00 - 04.03.2017 08:00","118","0"
"04.03.2017 08:00 - 04.03.2017 09:00","0","29"
"04.03.2017 09:00 - 04.03.2017 10:00","0","128"
"04.03.2017 10:00 - 04.03.2017 11:00","0","134"
"04.03.2017 11:00 - 04.03.2017 12:00","0","121"
"04.03.2017 12:00 - 04.03.2017 13:00","0","87"
"04.03.2017 13:00 - 04.03.2017 14:00","0","57"
"04.03.2017 14:00 - 04.03.2017 15:00","0","0"
"04.03.2017 15:00 - 04.03.2017 16:00","1","0"
"04.03.2017 16:00 - 04.03.2017 17:00","0","27"
"04.03.2017 17:00 - 04.03.2017 18:00","0","188"
"04.03.2017 18:00 - 04.03.2017 19:00","0","246"
"04.03.2017 19:00 - 04.03.2017 20:00","0","67"
"04.03.2017 20:00 - 04.03.2017 21:00","0","1"
"04.03.2017 21:00 - 04.03.2017 22:00","0","40"
"04.03.2017 22:00 - 04.03.2017 23:00","1","0"
"04.03.2017 23:00 - 05.03.2017 00:00","252","0"
"05.03.2017 00:00 - 05.03.2017 01:00","335","0"
"05.03.2017 01:00 - 05.03.2017 02:00","342","0"
"05.03.2017 02:00 - 05.03.2017 03:00","366","0"
"05.03.2017 03:00 - 05.03.2017 04:00","416","0"
"05.03.2017 04:00 - 05.03.2017 05:00","435","0"
"05.03.2017 05:00 - 05.03.2017 06:00","390","0"
"05.03.2017 06:00 - 05.03.2017 07:00","433","0"
"05.03.2017 07:00 - 05.03.2017 08:00","379","0"
"05.03.2017 08:00 - 05.03.2017 09:00","225","0"
"05.03.2017 09:00 - 05.03.2017 10:00","142","0"
"05.03.2017 10:00 - 05.03.2017 11:00","165","0"
"05.03.2017 11:00 - 05.03.2017 12:00","132","0"
"05.03.2017 12:00 - 05.03.2017 13:00","127","0"
"05.03.2017 13:00 - 05.03.2017 14:00","186","0"
"05.03.2017 14:00 - 05.03.2017 15:00","181","0"
"05.03.2017 15:00 - 05.03.2017 16:00","225","0"
"05.03.2017 16:00 - 05.03.2017 17:00","91","0"
"05.03.2017 17:00 - 05.03.2017 18:00","0","152"
"05.03.2017 18:00 - 05.03.2017 19:00","0","267"
"05.03.2017 19:00 - 05.03.2017 20:00","0","220"
"05.03.2017 20:00 - 05.03.2017 21:00","0","100"
"05.03.2017 21:00 - 05.03.2017 22:00","0","93"
"05.03.2017 22:00 - 05.03.2017 23:00","4","0"
"05.03.2017 23:00 - 06.03.2017 00:00","18","0"
"06.03.2017 00:00 - 06.03.2017 01:00","27","0"
"06.03.2017 01:00 - 06.03.2017 02:00","57","0"
"06.03.2017 02:00 - 06.03.2017 03:00","198","0"
"06.03.2017 03:00 - 06.03.2017 04:00","306","0"
"06.03.2017 04:00 - 06.03.2017 05:00","93","0"
"06.03.2017 05:00 - 06.03.2017 06:00","0","43"
"06.03.2017 06:00 - 06.03.2017 07:00","0","284"
"06.03.2017 07:00 - 06.03.2017 08:00","0","270"
"06.03.2017 08:00 - 06.03.2017 09:00","0","197"
"06.03.2017 09:00 - 06.03.2017 10:00","0","154"
"06.03.2017 10:00 - 06.03.2017 11:00","0","174"
"06.03.2017 11:00 - 06.03.2017 12:00","0","202"
"06.03.2017 12:00 - 06.03.2017 13:00","0","214"
"06.03.2017 13:00 - 06.03.2017 14:00","0","220"
"06.03.2017 14:00 - 06.03.2017 15:00","0","221"
"06.03.2017 15:00 - 06.03.2017 16:00","0","248"
"06.03.2017 16:00 - 06.03.2017 17:00","0","242"
"06.03.2017 17:00 - 06.03.2017 18:00","0","276"
"06.03.2017 18:00 - 06.03.2017 19:00","0","245"
"06.03.2017 19:00 - 06.03.2017 20:00","0","169"
"06.03.2017 20:00 - 06.03.2017 21:00","0","51"
"06.03.2017 21:00 - 06.03.2017 22:00","0","66"
"06.03.2017 22:00 - 06.03.2017 23:00","0","12"
"06.03.2017 23:00 - 07.03.2017 00:00","86","0"
"07.03.2017 00:00 - 07.03.2017 01:00","122","0"
"07.03.2017 01:00 - 07.03.2017 02:00","187","0"
"07.03.2017 02:00 - 07.03.2017 03:00","235","0"
"07.03.2017 03:00 - 07.03.2017 04:00","208","0"
"07.03.2017 04:00 - 07.03.2017 05:00","131","0"
"07.03.2017 05:00 - 07.03.2017 06:00","0","154"
"07.03.2017 06:00 - 07.03.2017 07:00","0","220"
"07.03.2017 07:00 - 07.03.2017 08:00","0","94"
"07.03.2017 08:00 - 07.03.2017 09:00","0","72"
"07.03.2017 09:00 - 07.03.2017 10:00","0","85"
"07.03.2017 10:00 - 07.03.2017 11:00","0","96"
"07.03.2017 11:00 - 07.03.2017 12:00","0","148"
"07.03.2017 12:00 - 07.03.2017 13:00","0","226"
"07.03.2017 13:00 - 07.03.2017 14:00","0","226"
"07.03.2017 14:00 - 07.03.2017 15:00","0","298"
"07.03.2017 15:00 - 07.03.2017 16:00","0","321"
"07.03.2017 16:00 - 07.03.2017 17:00","0","270"
"07.03.2017 17:00 - 07.03.2017 18:00","0","309"
"07.03.2017 18:00 - 07.03.2017 19:00","0","228"
"07.03.2017 19:00 - 07.03.2017 20:00","0","163"
"07.03.2017 20:00 - 07.03.2017 21:00","0","140"
"07.03.2017 21:00 - 07.03.2017 22:00","0","178"
"07.03.2017 22:00 - 07.03.2017 23:00","0","176"
"07.03.2017 23:00 - 08.03.2017 00:00","0","123"
"08.03.2017 00:00 - 08.03.2017 01:00","0","6"
"08.03.2017 01:00 - 08.03.2017 02:00","98","0"
"08.03.2017 02:00 - 08.03.2017 03:00","202","0"
"08.03.2017 03:00 - 08.03.2017 04:00","251","0"
"08.03.2017 04:00 - 08.03.2017 05:00","297","0"
"08.03.2017 05:00 - 08.03.2017 06:00","176","0"
"08.03.2017 06:00 - 08.03.2017 07:00","0","133"
"08.03.2017 07:00 - 08.03.2017 08:00","0","65"
"08.03.2017 08:00 - 08.03.2017 09:00","1","0"
"08.03.2017 09:00 - 08.03.2017 10:00","0","74"
"08.03.2017 10:00 - 08.03.2017 11:00","0","110"
"08.03.2017 11:00 - 08.03.2017 12:00","0","61"
"08.03.2017 12:00 - 08.03.2017 13:00","0","52"
"08.03.2017 13:00 - 08.03.2017 14:00","0","26"
"08.03.2017 14:00 - 08.03.2017 15:00","0","28"
"08.03.2017 15:00 - 08.03.2017 16:00","20","0"
"08.03.2017 16:00 - 08.03.2017 17:00","27","0"
"08.03.2017 17:00 - 08.03.2017 18:00","0","109"
"08.03.2017 18:00 - 08.03.2017 19:00","0","107"
"08.03.2017 19:00 - 08.03.2017 20:00","15","0"
"08.03.2017 20:00 - 08.03.2017 21:00","117","0"
"08.03.2017 21:00 - 08.03.2017 22:00","332","0"
"08.03.2017 22:00 - 08.03.2017 23:00","419","0"
"08.03.2017 23:00 - 09.03.2017 00:00","435","0"
"09.03.2017 00:00 - 09.03.2017 01:00","438","0"
"09.03.2017 01:00 - 09.03.2017 02:00","435","0"
"09.03.2017 02:00 - 09.03.2017 03:00","474","0"
"09.03.2017 03:00 - 09.03.2017 04:00","542","0"
"09.03.2017 04:00 - 09.03.2017 05:00","548","0"
"09.03.2017 05:00 - 09.03.2017 06:00","155","0"
"09.03.2017 06:00 - 09.03.2017 07:00","0","106"
"09.03.2017 07:00 - 09.03.2017 08:00","0","73"
"09.03.2017 08:00 - 09.03.2017 09:00","0","44"
"09.03.2017 09:00 - 09.03.2017 10:00","0","45"
"09.03.2017 10:00 - 09.03.2017 11:00","0","79"
"09.03.2017 11:00 - 09.03.2017 12:00","0","91"
"09.03.2017 12:00 - 09.03.2017 13:00","0","114"
"09.03.2017 13:00 - 09.03.2017 14:00","0","146"
"09.03.2017 14:00 - 09.03.2017 15:00","0","124"
"09.03.2017 15:00 - 09.03.2017 16:00","0","69"
"09.03.2017 16:00 - 09.03.2017 17:00","0","83"
"09.03.2017 17:00 - 09.03.2017 18:00","0","162"
"09.03.2017 18:00 - 09.03.2017 19:00","0","172"
"09.03.2017 19:00 - 09.03.2017 20:00","0","59"
"09.03.2017 20:00 - 09.03.2017 21:00","117","0"
"09.03.2017 21:00 - 09.03.2017 22:00","80","0"
"09.03.2017 22:00 - 09.03.2017 23:00","360","0"
"09.03.2017 23:00 - 10.03.2017 00:00","445","0"
"10.03.2017 00:00 - 10.03.2017 01:00","467","0"
"10.03.2017 01:00 - 10.03.2017 02:00","490","0"
"10.03.2017 02:00 - 10.03.2017 03:00","479","0"
"10.03.2017 03:00 - 10.03.2017 04:00","453","0"
"10.03.2017 04:00 - 10.03.2017 05:00","401","0"
"10.03.2017 05:00 - 10.03.2017 06:00","258","0"
"10.03.2017 06:00 - 10.03.2017 07:00","0","4"
"10.03.2017 07:00 - 10.03.2017 08:00","0","14"
"10.03.2017 08:00 - 10.03.2017 09:00","47","0"
"10.03.2017 09:00 - 10.03.2017 10:00","130","0"
"10.03.2017 10:00 - 10.03.2017 11:00","26","0"
"10.03.2017 11:00 - 10.03.2017 12:00","0","16"
"10.03.2017 12:00 - 10.03.2017 13:00","11","0"
"10.03.2017 13:00 - 10.03.2017 14:00","114","0"
"10.03.2017 14:00 - 10.03.2017 15:00","130","0"
"10.03.2017 15:00 - 10.03.2017 16:00","82","0"
"10.03.2017 16:00 - 10.03.2017 17:00","6","0"
"10.03.2017 17:00 - 10.03.2017 18:00","0","145"
"10.03.2017 18:00 - 10.03.2017 19:00","0","172"
"10.03.2017 19:00 - 10.03.2017 20:00","0","12"
"10.03.2017 20:00 - 10.03.2017 21:00","85","0"
"10.03.2017 21:00 - 10.03.2017 22:00","95","0"
"10.03.2017 22:00 - 10.03.2017 23:00","60","0"
"10.03.2017 23:00 - 11.03.2017 00:00","50","0"
"11.03.2017 00:00 - 11.03.2017 01:00","120","0"
"11.03.2017 01:00 - 11.03.2017 02:00","261","0"
"11.03.2017 02:00 - 11.03.2017 03:00","298","0"
"11.03.2017 03:00 - 11.03.2017 04:00","420","0"
"11.03.2017 04:00 - 11.03.2017 05:00","481","0"
"11.03.2017 05:00 - 11.03.2017 06:00","349","0"
"11.03.2017 06:00 - 11.03.2017 07:00","203","0"
"11.03.2017 07:00 - 11.03.2017 08:00","186","0"
"11.03.2017 08:00 - 11.03.2017 09:00","99","0"
"11.03.2017 09:00 - 11.03.2017 10:00","29","0"
"11.03.2017 10:00 - 11.03.2017 11:00","94","0"
"11.03.2017 11:00 - 11.03.2017 12:00","140","0"
"11.03.2017 12:00 - 11.03.2017 13:00","179","0"
"11.03.2017 13:00 - 11.03.2017 14:00","390","0"
"11.03.2017 14:00 - 11.03.2017 15:00","382","0"
"11.03.2017 15:00 - 11.03.2017 16:00","342","0"
"11.03.2017 16:00 - 11.03.2017 17:00","194","0"
"11.03.2017 17:00 - 11.03.2017 18:00","0","68"
"11.03.2017 18:00 - 11.03.2017 19:00","0","151"
"11.03.2017 19:00 - 11.03.2017 20:00","8","0"
"11.03.2017 20:00 - 11.03.2017 21:00","270","0"
"11.03.2017 21:00 - 11.03.2017 22:00","344","0"
"11.03.2017 22:00 - 11.03.2017 23:00","365","0"
"11.03.2017 23:00 - 12.03.2017 00:00","731","0"
"12.03.2017 00:00 - 12.03.2017 01:00","629","0"
"12.03.2017 01:00 - 12.03.2017 02:00","551","0"
"12.03.2017 02:00 - 12.03.2017 03:00","577","0"
"12.03.2017 03:00 - 12.03.2017 04:00","590","0"
"12.03.2017 04:00 - 12.03.2017 05:00","592","0"
"12.03.2017 05:00 - 12.03.2017 06:00","488","0"
"12.03.2017 06:00 - 12.03.2017 07:00","497","0"
"12.03.2017 07:00 - 12.03.2017 08:00","388","0"
"12.03.2017 08:00 - 12.03.2017 09:00","324","0"
"12.03.2017 09:00 - 12.03.2017 10:00","343","0"
"12.03.2017 10:00 - 12.03.2017 11:00","396","0"
"12.03.2017 11:00 - 12.03.2017 12:00","414","0"
"12.03.2017 12:00 - 12.03.2017 13:00","419","0"
"12.03.2017 13:00 - 12.03.2017 14:00","477","0"
"12.03.2017 14:00 - 12.03.2017 15:00","489","0"
"12.03.2017 15:00 - 12.03.2017 16:00","483","0"
"12.03.2017 16:00 - 12.03.2017 17:00","471","0"
"12.03.2017 17:00 - 12.03.2017 18:00","395","0"
"12.03.2017 18:00 - 12.03.2017 19:00","119","0"
"12.03.2017 19:00 - 12.03.2017 20:00","53","0"
"12.03.2017 20:00 - 12.03.2017 21:00","179","0"
"12.03.2017 21:00 - 12.03.2017 22:00","221","0"
"12.03.2017 22:00 - 12.03.2017 23:00","254","0"
"12.03.2017 23:00 - 13.03.2017 00:00","367","0"
"13.03.2017 00:00 - 13.03.2017 01:00","431","0"
"13.03.2017 01:00 - 13.03.2017 02:00","468","0"
"13.03.2017 02:00 - 13.03.2017 03:00","431","0"
"13.03.2017 03:00 - 13.03.2017 04:00","360","0"
"13.03.2017 04:00 - 13.03.2017 05:00","291","0"
"13.03.2017 05:00 - 13.03.2017 06:00","47","0"
"13.03.2017 06:00 - 13.03.2017 07:00","0","136"
"13.03.2017 07:00 - 13.03.2017 08:00","0","182"
"13.03.2017 08:00 - 13.03.2017 09:00","0","122"
"13.03.2017 09:00 - 13.03.2017 10:00","0","164"
"13.03.2017 10:00 - 13.03.2017 11:00","0","143"
"13.03.2017 11:00 - 13.03.2017 12:00","34","0"
"13.03.2017 12:00 - 13.03.2017 13:00","131","0"
"13.03.2017 13:00 - 13.03.2017 14:00","95","0"
"13.03.2017 14:00 - 13.03.2017 15:00","139","0"
"13.03.2017 15:00 - 13.03.2017 16:00","75","0"
"13.03.2017 16:00 - 13.03.2017 17:00","74","0"
"13.03.2017 17:00 - 13.03.2017 18:00","0","5"
"13.03.2017 18:00 - 13.03.2017 19:00","0","131"
"13.03.2017 19:00 - 13.03.2017 20:00","3","0"
"13.03.2017 20:00 - 13.03.2017 21:00","164","0"
"13.03.2017 21:00 - 13.03.2017 22:00","216","0"
"13.03.2017 22:00 - 13.03.2017 23:00","314","0"
"13.03.2017 23:00 - 14.03.2017 00:00","353","0"
"14.03.2017 00:00 - 14.03.2017 01:00","369","0"
"14.03.2017 01:00 - 14.03.2017 02:00","409","0"
"14.03.2017 02:00 - 14.03.2017 03:00","477","0"
"14.03.2017 03:00 - 14.03.2017 04:00","481","0"
"14.03.2017 04:00 - 14.03.2017 05:00","487","0"
"14.03.2017 05:00 - 14.03.2017 06:00","383","0"
"14.03.2017 06:00 - 14.03.2017 07:00","60","0"
"14.03.2017 07:00 - 14.03.2017 08:00","14","0"
"14.03.2017 08:00 - 14.03.2017 09:00","71","0"
"14.03.2017 09:00 - 14.03.2017 10:00","91","0"
"14.03.2017 10:00 - 14.03.2017 11:00","185","0"
"14.03.2017 11:00 - 14.03.2017 12:00","265","0"
"14.03.2017 12:00 - 14.03.2017 13:00","430","0"
"14.03.2017 13:00 - 14.03.2017 14:00","506","0"
"14.03.2017 14:00 - 14.03.2017 15:00","560","0"
"14.03.2017 15:00 - 14.03.2017 16:00","500","0"
"14.03.2017 16:00 - 14.03.2017 17:00","463","0"
"14.03.2017 17:00 - 14.03.2017 18:00","382","0"
