"Time (CET/CEST)","BZN|SE2 > BZN|NO3 [MW]","BZN|NO3 > BZN|SE2 [MW]"
"13.07.2016 19:00 - 13.07.2016 20:00","0","74"
"13.07.2016 20:00 - 13.07.2016 21:00","0","55"
"13.07.2016 21:00 - 13.07.2016 22:00","0","24"
"13.07.2016 22:00 - 13.07.2016 23:00","0","61"
"13.07.2016 23:00 - 14.07.2016 00:00","235","0"
"14.07.2016 00:00 - 14.07.2016 01:00","340","0"
"14.07.2016 01:00 - 14.07.2016 02:00","322","0"
"14.07.2016 02:00 - 14.07.2016 03:00","295","0"
"14.07.2016 03:00 - 14.07.2016 04:00","305","0"
"14.07.2016 04:00 - 14.07.2016 05:00","314","0"
"14.07.2016 05:00 - 14.07.2016 06:00","312","0"
"14.07.2016 06:00 - 14.07.2016 07:00","284","0"
"14.07.2016 07:00 - 14.07.2016 08:00","199","0"
"14.07.2016 08:00 - 14.07.2016 09:00","0","26"
"14.07.2016 09:00 - 14.07.2016 10:00","6","0"
"14.07.2016 10:00 - 14.07.2016 11:00","0","9"
"14.07.2016 11:00 - 14.07.2016 12:00","0","50"
"14.07.2016 12:00 - 14.07.2016 13:00","0","40"
"14.07.2016 13:00 - 14.07.2016 14:00","0","35"
"14.07.2016 14:00 - 14.07.2016 15:00","0","53"
"14.07.2016 15:00 - 14.07.2016 16:00","0","62"
"14.07.2016 16:00 - 14.07.2016 17:00","0","3"
"14.07.2016 17:00 - 14.07.2016 18:00","0","50"
"14.07.2016 18:00 - 14.07.2016 19:00","0","102"
"14.07.2016 19:00 - 14.07.2016 20:00","0","27"
"14.07.2016 20:00 - 14.07.2016 21:00","52","0"
"14.07.2016 21:00 - 14.07.2016 22:00","154","0"
"14.07.2016 22:00 - 14.07.2016 23:00","325","0"
"14.07.2016 23:00 - 15.07.2016 00:00","414","0"
"15.07.2016 00:00 - 15.07.2016 01:00","469","0"
"15.07.2016 01:00 - 15.07.2016 02:00","400","0"
"15.07.2016 02:00 - 15.07.2016 03:00","375","0"
"15.07.2016 03:00 - 15.07.2016 04:00","429","0"
"15.07.2016 04:00 - 15.07.2016 05:00","483","0"
"15.07.2016 05:00 - 15.07.2016 06:00","352","0"
"15.07.2016 06:00 - 15.07.2016 07:00","312","0"
"15.07.2016 07:00 - 15.07.2016 08:00","202","0"
"15.07.2016 08:00 - 15.07.2016 09:00","193","0"
"15.07.2016 09:00 - 15.07.2016 10:00","146","0"
"15.07.2016 10:00 - 15.07.2016 11:00","221","0"
"15.07.2016 11:00 - 15.07.2016 12:00","7","0"
"15.07.2016 12:00 - 15.07.2016 13:00","0","98"
"15.07.2016 13:00 - 15.07.2016 14:00","0","87"
"15.07.2016 14:00 - 15.07.2016 15:00","0","106"
"15.07.2016 15:00 - 15.07.2016 16:00","0","76"
"15.07.2016 16:00 - 15.07.2016 17:00","0","128"
"15.07.2016 17:00 - 15.07.2016 18:00","0","64"
"15.07.2016 18:00 - 15.07.2016 19:00","0","85"
"15.07.2016 19:00 - 15.07.2016 20:00","0","169"
"15.07.2016 20:00 - 15.07.2016 21:00","0","166"
"15.07.2016 21:00 - 15.07.2016 22:00","0","138"
"15.07.2016 22:00 - 15.07.2016 23:00","0","166"
"15.07.2016 23:00 - 16.07.2016 00:00","0","25"
"16.07.2016 00:00 - 16.07.2016 01:00","366","0"
"16.07.2016 01:00 - 16.07.2016 02:00","545","0"
"16.07.2016 02:00 - 16.07.2016 03:00","528","0"
"16.07.2016 03:00 - 16.07.2016 04:00","536","0"
"16.07.2016 04:00 - 16.07.2016 05:00","542","0"
"16.07.2016 05:00 - 16.07.2016 06:00","531","0"
"16.07.2016 06:00 - 16.07.2016 07:00","510","0"
"16.07.2016 07:00 - 16.07.2016 08:00","411","0"
"16.07.2016 08:00 - 16.07.2016 09:00","335","0"
"16.07.2016 09:00 - 16.07.2016 10:00","372","0"
"16.07.2016 10:00 - 16.07.2016 11:00","341","0"
"16.07.2016 11:00 - 16.07.2016 12:00","348","0"
"16.07.2016 12:00 - 16.07.2016 13:00","297","0"
"16.07.2016 13:00 - 16.07.2016 14:00","280","0"
"16.07.2016 14:00 - 16.07.2016 15:00","244","0"
"16.07.2016 15:00 - 16.07.2016 16:00","243","0"
"16.07.2016 16:00 - 16.07.2016 17:00","257","0"
"16.07.2016 17:00 - 16.07.2016 18:00","291","0"
"16.07.2016 18:00 - 16.07.2016 19:00","253","0"
"16.07.2016 19:00 - 16.07.2016 20:00","217","0"
"16.07.2016 20:00 - 16.07.2016 21:00","195","0"
"16.07.2016 21:00 - 16.07.2016 22:00","175","0"
"16.07.2016 22:00 - 16.07.2016 23:00","146","0"
"16.07.2016 23:00 - 17.07.2016 00:00","318","0"
"17.07.2016 00:00 - 17.07.2016 01:00","484","0"
"17.07.2016 01:00 - 17.07.2016 02:00","559","0"
"17.07.2016 02:00 - 17.07.2016 03:00","529","0"
"17.07.2016 03:00 - 17.07.2016 04:00","538","0"
"17.07.2016 04:00 - 17.07.2016 05:00","573","0"
"17.07.2016 05:00 - 17.07.2016 06:00","588","0"
"17.07.2016 06:00 - 17.07.2016 07:00","592","0"
"17.07.2016 07:00 - 17.07.2016 08:00","496","0"
"17.07.2016 08:00 - 17.07.2016 09:00","415","0"
"17.07.2016 09:00 - 17.07.2016 10:00","294","0"
"17.07.2016 10:00 - 17.07.2016 11:00","233","0"
"17.07.2016 11:00 - 17.07.2016 12:00","192","0"
"17.07.2016 12:00 - 17.07.2016 13:00","158","0"
"17.07.2016 13:00 - 17.07.2016 14:00","113","0"
"17.07.2016 14:00 - 17.07.2016 15:00","141","0"
"17.07.2016 15:00 - 17.07.2016 16:00","168","0"
"17.07.2016 16:00 - 17.07.2016 17:00","184","0"
"17.07.2016 17:00 - 17.07.2016 18:00","162","0"
"17.07.2016 18:00 - 17.07.2016 19:00","156","0"
"17.07.2016 19:00 - 17.07.2016 20:00","163","0"
"17.07.2016 20:00 - 17.07.2016 21:00","164","0"
"17.07.2016 21:00 - 17.07.2016 22:00","46","0"
"17.07.2016 22:00 - 17.07.2016 23:00","19","0"
"17.07.2016 23:00 - 18.07.2016 00:00","174","0"
"18.07.2016 00:00 - 18.07.2016 01:00","412","0"
"18.07.2016 01:00 - 18.07.2016 02:00","588","0"
"18.07.2016 02:00 - 18.07.2016 03:00","567","0"
"18.07.2016 03:00 - 18.07.2016 04:00","543","0"
"18.07.2016 04:00 - 18.07.2016 05:00","533","0"
"18.07.2016 05:00 - 18.07.2016 06:00","531","0"
"18.07.2016 06:00 - 18.07.2016 07:00","264","0"
"18.07.2016 07:00 - 18.07.2016 08:00","0","127"
"18.07.2016 08:00 - 18.07.2016 09:00","0","223"
"18.07.2016 09:00 - 18.07.2016 10:00","0","192"
"18.07.2016 10:00 - 18.07.2016 11:00","0","79"
"18.07.2016 11:00 - 18.07.2016 12:00","0","75"
"18.07.2016 12:00 - 18.07.2016 13:00","0","103"
"18.07.2016 13:00 - 18.07.2016 14:00","0","128"
"18.07.2016 14:00 - 18.07.2016 15:00","0","89"
"18.07.2016 15:00 - 18.07.2016 16:00","0","45"
"18.07.2016 16:00 - 18.07.2016 17:00","30","0"
"18.07.2016 17:00 - 18.07.2016 18:00","0","90"
"18.07.2016 18:00 - 18.07.2016 19:00","0","238"
"18.07.2016 19:00 - 18.07.2016 20:00","0","253"
"18.07.2016 20:00 - 18.07.2016 21:00","0","190"
"18.07.2016 21:00 - 18.07.2016 22:00","0","220"
"18.07.2016 22:00 - 18.07.2016 23:00","0","187"
"18.07.2016 23:00 - 19.07.2016 00:00","13","0"
"19.07.2016 00:00 - 19.07.2016 01:00","362","0"
"19.07.2016 01:00 - 19.07.2016 02:00","403","0"
"19.07.2016 02:00 - 19.07.2016 03:00","422","0"
"19.07.2016 03:00 - 19.07.2016 04:00","472","0"
"19.07.2016 04:00 - 19.07.2016 05:00","478","0"
"19.07.2016 05:00 - 19.07.2016 06:00","384","0"
"19.07.2016 06:00 - 19.07.2016 07:00","0","16"
"19.07.2016 07:00 - 19.07.2016 08:00","0","235"
"19.07.2016 08:00 - 19.07.2016 09:00","0","250"
"19.07.2016 09:00 - 19.07.2016 10:00","0","195"
"19.07.2016 10:00 - 19.07.2016 11:00","0","115"
"19.07.2016 11:00 - 19.07.2016 12:00","0","176"
"19.07.2016 12:00 - 19.07.2016 13:00","0","168"
"19.07.2016 13:00 - 19.07.2016 14:00","0","131"
"19.07.2016 14:00 - 19.07.2016 15:00","0","56"
"19.07.2016 15:00 - 19.07.2016 16:00","0","85"
"19.07.2016 16:00 - 19.07.2016 17:00","0","161"
"19.07.2016 17:00 - 19.07.2016 18:00","0","210"
"19.07.2016 18:00 - 19.07.2016 19:00","0","179"
"19.07.2016 19:00 - 19.07.2016 20:00","0","112"
"19.07.2016 20:00 - 19.07.2016 21:00","0","115"
"19.07.2016 21:00 - 19.07.2016 22:00","0","123"
"19.07.2016 22:00 - 19.07.2016 23:00","0","122"
"19.07.2016 23:00 - 20.07.2016 00:00","282","0"
"20.07.2016 00:00 - 20.07.2016 01:00","377","0"
"20.07.2016 01:00 - 20.07.2016 02:00","396","0"
"20.07.2016 02:00 - 20.07.2016 03:00","429","0"
"20.07.2016 03:00 - 20.07.2016 04:00","445","0"
"20.07.2016 04:00 - 20.07.2016 05:00","447","0"
"20.07.2016 05:00 - 20.07.2016 06:00","377","0"
"20.07.2016 06:00 - 20.07.2016 07:00","184","0"
"20.07.2016 07:00 - 20.07.2016 08:00","0","202"
"20.07.2016 08:00 - 20.07.2016 09:00","0","305"
"20.07.2016 09:00 - 20.07.2016 10:00","0","270"
"20.07.2016 10:00 - 20.07.2016 11:00","0","178"
"20.07.2016 11:00 - 20.07.2016 12:00","0","169"
"20.07.2016 12:00 - 20.07.2016 13:00","0","76"
"20.07.2016 13:00 - 20.07.2016 14:00","0","144"
"20.07.2016 14:00 - 20.07.2016 15:00","0","142"
"20.07.2016 15:00 - 20.07.2016 16:00","0","101"
"20.07.2016 16:00 - 20.07.2016 17:00","0","5"
"20.07.2016 17:00 - 20.07.2016 18:00","0","165"
"20.07.2016 18:00 - 20.07.2016 19:00","0","209"
"20.07.2016 19:00 - 20.07.2016 20:00","0","229"
"20.07.2016 20:00 - 20.07.2016 21:00","0","171"
"20.07.2016 21:00 - 20.07.2016 22:00","0","32"
"20.07.2016 22:00 - 20.07.2016 23:00","193","0"
"20.07.2016 23:00 - 21.07.2016 00:00","304","0"
"21.07.2016 00:00 - 21.07.2016 01:00","432","0"
"21.07.2016 01:00 - 21.07.2016 02:00","402","0"
"21.07.2016 02:00 - 21.07.2016 03:00","456","0"
"21.07.2016 03:00 - 21.07.2016 04:00","454","0"
"21.07.2016 04:00 - 21.07.2016 05:00","452","0"
"21.07.2016 05:00 - 21.07.2016 06:00","396","0"
"21.07.2016 06:00 - 21.07.2016 07:00","150","0"
"21.07.2016 07:00 - 21.07.2016 08:00","0","36"
"21.07.2016 08:00 - 21.07.2016 09:00","0","94"
"21.07.2016 09:00 - 21.07.2016 10:00","0","141"
"21.07.2016 10:00 - 21.07.2016 11:00","0","152"
"21.07.2016 11:00 - 21.07.2016 12:00","0","189"
"21.07.2016 12:00 - 21.07.2016 13:00","0","193"
"21.07.2016 13:00 - 21.07.2016 14:00","0","132"
"21.07.2016 14:00 - 21.07.2016 15:00","0","76"
"21.07.2016 15:00 - 21.07.2016 16:00","0","37"
"21.07.2016 16:00 - 21.07.2016 17:00","0","27"
"21.07.2016 17:00 - 21.07.2016 18:00","0","177"
"21.07.2016 18:00 - 21.07.2016 19:00","0","132"
"21.07.2016 19:00 - 21.07.2016 20:00","0","65"
"21.07.2016 20:00 - 21.07.2016 21:00","0","67"
"21.07.2016 21:00 - 21.07.2016 22:00","0","151"
"21.07.2016 22:00 - 21.07.2016 23:00","0","121"
"21.07.2016 23:00 - 22.07.2016 00:00","14","0"
"22.07.2016 00:00 - 22.07.2016 01:00","170","0"
"22.07.2016 01:00 - 22.07.2016 02:00","180","0"
"22.07.2016 02:00 - 22.07.2016 03:00","184","0"
"22.07.2016 03:00 - 22.07.2016 04:00","201","0"
"22.07.2016 04:00 - 22.07.2016 05:00","200","0"
"22.07.2016 05:00 - 22.07.2016 06:00","206","0"
"22.07.2016 06:00 - 22.07.2016 07:00","0","77"
"22.07.2016 07:00 - 22.07.2016 08:00","0","259"
"22.07.2016 08:00 - 22.07.2016 09:00","0","293"
"22.07.2016 09:00 - 22.07.2016 10:00","0","235"
"22.07.2016 10:00 - 22.07.2016 11:00","0","196"
"22.07.2016 11:00 - 22.07.2016 12:00","0","193"
"22.07.2016 12:00 - 22.07.2016 13:00","101","0"
"22.07.2016 13:00 - 22.07.2016 14:00","216","0"
"22.07.2016 14:00 - 22.07.2016 15:00","126","0"
"22.07.2016 15:00 - 22.07.2016 16:00","55","0"
"22.07.2016 16:00 - 22.07.2016 17:00","7","0"
"22.07.2016 17:00 - 22.07.2016 18:00","0","103"
"22.07.2016 18:00 - 22.07.2016 19:00","0","237"
"22.07.2016 19:00 - 22.07.2016 20:00","0","167"
"22.07.2016 20:00 - 22.07.2016 21:00","0","63"
"22.07.2016 21:00 - 22.07.2016 22:00","0","26"
"22.07.2016 22:00 - 22.07.2016 23:00","2","0"
"22.07.2016 23:00 - 23.07.2016 00:00","250","0"
"23.07.2016 00:00 - 23.07.2016 01:00","222","0"
"23.07.2016 01:00 - 23.07.2016 02:00","241","0"
"23.07.2016 02:00 - 23.07.2016 03:00","305","0"
"23.07.2016 03:00 - 23.07.2016 04:00","364","0"
"23.07.2016 04:00 - 23.07.2016 05:00","450","0"
"23.07.2016 05:00 - 23.07.2016 06:00","433","0"
"23.07.2016 06:00 - 23.07.2016 07:00","380","0"
"23.07.2016 07:00 - 23.07.2016 08:00","191","0"
"23.07.2016 08:00 - 23.07.2016 09:00","126","0"
"23.07.2016 09:00 - 23.07.2016 10:00","143","0"
"23.07.2016 10:00 - 23.07.2016 11:00","196","0"
"23.07.2016 11:00 - 23.07.2016 12:00","196","0"
"23.07.2016 12:00 - 23.07.2016 13:00","236","0"
"23.07.2016 13:00 - 23.07.2016 14:00","243","0"
"23.07.2016 14:00 - 23.07.2016 15:00","239","0"
"23.07.2016 15:00 - 23.07.2016 16:00","232","0"
"23.07.2016 16:00 - 23.07.2016 17:00","131","0"
"23.07.2016 17:00 - 23.07.2016 18:00","140","0"
"23.07.2016 18:00 - 23.07.2016 19:00","124","0"
"23.07.2016 19:00 - 23.07.2016 20:00","94","0"
"23.07.2016 20:00 - 23.07.2016 21:00","138","0"
"23.07.2016 21:00 - 23.07.2016 22:00","134","0"
"23.07.2016 22:00 - 23.07.2016 23:00","100","0"
"23.07.2016 23:00 - 24.07.2016 00:00","211","0"
"24.07.2016 00:00 - 24.07.2016 01:00","170","0"
"24.07.2016 01:00 - 24.07.2016 02:00","288","0"
"24.07.2016 02:00 - 24.07.2016 03:00","362","0"
"24.07.2016 03:00 - 24.07.2016 04:00","418","0"
"24.07.2016 04:00 - 24.07.2016 05:00","479","0"
"24.07.2016 05:00 - 24.07.2016 06:00","486","0"
"24.07.2016 06:00 - 24.07.2016 07:00","406","0"
"24.07.2016 07:00 - 24.07.2016 08:00","188","0"
"24.07.2016 08:00 - 24.07.2016 09:00","132","0"
"24.07.2016 09:00 - 24.07.2016 10:00","77","0"
"24.07.2016 10:00 - 24.07.2016 11:00","90","0"
"24.07.2016 11:00 - 24.07.2016 12:00","61","0"
"24.07.2016 12:00 - 24.07.2016 13:00","92","0"
"24.07.2016 13:00 - 24.07.2016 14:00","115","0"
"24.07.2016 14:00 - 24.07.2016 15:00","129","0"
"24.07.2016 15:00 - 24.07.2016 16:00","139","0"
"24.07.2016 16:00 - 24.07.2016 17:00","185","0"
"24.07.2016 17:00 - 24.07.2016 18:00","124","0"
"24.07.2016 18:00 - 24.07.2016 19:00","87","0"
"24.07.2016 19:00 - 24.07.2016 20:00","46","0"
"24.07.2016 20:00 - 24.07.2016 21:00","65","0"
"24.07.2016 21:00 - 24.07.2016 22:00","54","0"
"24.07.2016 22:00 - 24.07.2016 23:00","39","0"
"24.07.2016 23:00 - 25.07.2016 00:00","98","0"
"25.07.2016 00:00 - 25.07.2016 01:00","232","0"
"25.07.2016 01:00 - 25.07.2016 02:00","307","0"
"25.07.2016 02:00 - 25.07.2016 03:00","317","0"
"25.07.2016 03:00 - 25.07.2016 04:00","348","0"
"25.07.2016 04:00 - 25.07.2016 05:00","345","0"
"25.07.2016 05:00 - 25.07.2016 06:00","303","0"
"25.07.2016 06:00 - 25.07.2016 07:00","99","0"
"25.07.2016 07:00 - 25.07.2016 08:00","17","0"
"25.07.2016 08:00 - 25.07.2016 09:00","0","75"
"25.07.2016 09:00 - 25.07.2016 10:00","0","118"
"25.07.2016 10:00 - 25.07.2016 11:00","0","172"
"25.07.2016 11:00 - 25.07.2016 12:00","0","162"
"25.07.2016 12:00 - 25.07.2016 13:00","0","43"
"25.07.2016 13:00 - 25.07.2016 14:00","0","37"
"25.07.2016 14:00 - 25.07.2016 15:00","20","0"
"25.07.2016 15:00 - 25.07.2016 16:00","0","32"
"25.07.2016 16:00 - 25.07.2016 17:00","0","23"
"25.07.2016 17:00 - 25.07.2016 18:00","0","119"
"25.07.2016 18:00 - 25.07.2016 19:00","0","146"
"25.07.2016 19:00 - 25.07.2016 20:00","0","152"
"25.07.2016 20:00 - 25.07.2016 21:00","0","116"
"25.07.2016 21:00 - 25.07.2016 22:00","0","148"
"25.07.2016 22:00 - 25.07.2016 23:00","0","100"
"25.07.2016 23:00 - 26.07.2016 00:00","102","0"
"26.07.2016 00:00 - 26.07.2016 01:00","291","0"
"26.07.2016 01:00 - 26.07.2016 02:00","298","0"
"26.07.2016 02:00 - 26.07.2016 03:00","316","0"
"26.07.2016 03:00 - 26.07.2016 04:00","378","0"
"26.07.2016 04:00 - 26.07.2016 05:00","391","0"
"26.07.2016 05:00 - 26.07.2016 06:00","311","0"
"26.07.2016 06:00 - 26.07.2016 07:00","128","0"
"26.07.2016 07:00 - 26.07.2016 08:00","0","86"
"26.07.2016 08:00 - 26.07.2016 09:00","0","178"
"26.07.2016 09:00 - 26.07.2016 10:00","0","201"
"26.07.2016 10:00 - 26.07.2016 11:00","0","175"
"26.07.2016 11:00 - 26.07.2016 12:00","0","151"
"26.07.2016 12:00 - 26.07.2016 13:00","0","64"
"26.07.2016 13:00 - 26.07.2016 14:00","0","40"
"26.07.2016 14:00 - 26.07.2016 15:00","0","5"
"26.07.2016 15:00 - 26.07.2016 16:00","4","0"
"26.07.2016 16:00 - 26.07.2016 17:00","137","0"
"26.07.2016 17:00 - 26.07.2016 18:00","17","0"
"26.07.2016 18:00 - 26.07.2016 19:00","0","139"
"26.07.2016 19:00 - 26.07.2016 20:00","0","134"
"26.07.2016 20:00 - 26.07.2016 21:00","0","236"
"26.07.2016 21:00 - 26.07.2016 22:00","0","273"
"26.07.2016 22:00 - 26.07.2016 23:00","0","192"
"26.07.2016 23:00 - 27.07.2016 00:00","43","0"
"27.07.2016 00:00 - 27.07.2016 01:00","233","0"
"27.07.2016 01:00 - 27.07.2016 02:00","255","0"
"27.07.2016 02:00 - 27.07.2016 03:00","328","0"
"27.07.2016 03:00 - 27.07.2016 04:00","418","0"
"27.07.2016 04:00 - 27.07.2016 05:00","451","0"
"27.07.2016 05:00 - 27.07.2016 06:00","407","0"
"27.07.2016 06:00 - 27.07.2016 07:00","112","0"
"27.07.2016 07:00 - 27.07.2016 08:00","15","0"
"27.07.2016 08:00 - 27.07.2016 09:00","37","0"
"27.07.2016 09:00 - 27.07.2016 10:00","11","0"
"27.07.2016 10:00 - 27.07.2016 11:00","2","0"
"27.07.2016 11:00 - 27.07.2016 12:00","0","66"
"27.07.2016 12:00 - 27.07.2016 13:00","0","106"
"27.07.2016 13:00 - 27.07.2016 14:00","0","100"
"27.07.2016 14:00 - 27.07.2016 15:00","0","88"
"27.07.2016 15:00 - 27.07.2016 16:00","0","77"
"27.07.2016 16:00 - 27.07.2016 17:00","0","35"
"27.07.2016 17:00 - 27.07.2016 18:00","0","77"
"27.07.2016 18:00 - 27.07.2016 19:00","0","90"
"27.07.2016 19:00 - 27.07.2016 20:00","0","61"
"27.07.2016 20:00 - 27.07.2016 21:00","0","37"
"27.07.2016 21:00 - 27.07.2016 22:00","0","107"
"27.07.2016 22:00 - 27.07.2016 23:00","0","123"
"27.07.2016 23:00 - 28.07.2016 00:00","108","0"
"28.07.2016 00:00 - 28.07.2016 01:00","351","0"
"28.07.2016 01:00 - 28.07.2016 02:00","347","0"
"28.07.2016 02:00 - 28.07.2016 03:00","403","0"
"28.07.2016 03:00 - 28.07.2016 04:00","393","0"
"28.07.2016 04:00 - 28.07.2016 05:00","396","0"
"28.07.2016 05:00 - 28.07.2016 06:00","344","0"
"28.07.2016 06:00 - 28.07.2016 07:00","81","0"
"28.07.2016 07:00 - 28.07.2016 08:00","0","80"
"28.07.2016 08:00 - 28.07.2016 09:00","0","71"
"28.07.2016 09:00 - 28.07.2016 10:00","0","86"
"28.07.2016 10:00 - 28.07.2016 11:00","10","0"
"28.07.2016 11:00 - 28.07.2016 12:00","32","0"
"28.07.2016 12:00 - 28.07.2016 13:00","41","0"
"28.07.2016 13:00 - 28.07.2016 14:00","68","0"
"28.07.2016 14:00 - 28.07.2016 15:00","77","0"
"28.07.2016 15:00 - 28.07.2016 16:00","94","0"
"28.07.2016 16:00 - 28.07.2016 17:00","84","0"
"28.07.2016 17:00 - 28.07.2016 18:00","0","9"
"28.07.2016 18:00 - 28.07.2016 19:00","0","31"
"28.07.2016 19:00 - 28.07.2016 20:00","0","42"
"28.07.2016 20:00 - 28.07.2016 21:00","0","67"
"28.07.2016 21:00 - 28.07.2016 22:00","0","91"
"28.07.2016 22:00 - 28.07.2016 23:00","0","143"
"28.07.2016 23:00 - 29.07.2016 00:00","67","0"
"29.07.2016 00:00 - 29.07.2016 01:00","143","0"
"29.07.2016 01:00 - 29.07.2016 02:00","168","0"
"29.07.2016 02:00 - 29.07.2016 03:00","235","0"
"29.07.2016 03:00 - 29.07.2016 04:00","364","0"
"29.07.2016 04:00 - 29.07.2016 05:00","283","0"
"29.07.2016 05:00 - 29.07.2016 06:00","160","0"
"29.07.2016 06:00 - 29.07.2016 07:00","68","0"
"29.07.2016 07:00 - 29.07.2016 08:00","0","197"
"29.07.2016 08:00 - 29.07.2016 09:00","0","185"
"29.07.2016 09:00 - 29.07.2016 10:00","0","181"
"29.07.2016 10:00 - 29.07.2016 11:00","0","183"
"29.07.2016 11:00 - 29.07.2016 12:00","0","215"
"29.07.2016 12:00 - 29.07.2016 13:00","0","139"
"29.07.2016 13:00 - 29.07.2016 14:00","0","7"
"29.07.2016 14:00 - 29.07.2016 15:00","47","0"
"29.07.2016 15:00 - 29.07.2016 16:00","128","0"
"29.07.2016 16:00 - 29.07.2016 17:00","119","0"
"29.07.2016 17:00 - 29.07.2016 18:00","58","0"
"29.07.2016 18:00 - 29.07.2016 19:00","0","74"
"29.07.2016 19:00 - 29.07.2016 20:00","0","153"
"29.07.2016 20:00 - 29.07.2016 21:00","0","82"
"29.07.2016 21:00 - 29.07.2016 22:00","0","15"
"29.07.2016 22:00 - 29.07.2016 23:00","19","0"
"29.07.2016 23:00 - 30.07.2016 00:00","62","0"
"30.07.2016 00:00 - 30.07.2016 01:00","59","0"
"30.07.2016 01:00 - 30.07.2016 02:00","205","0"
"30.07.2016 02:00 - 30.07.2016 03:00","265","0"
"30.07.2016 03:00 - 30.07.2016 04:00","372","0"
"30.07.2016 04:00 - 30.07.2016 05:00","391","0"
"30.07.2016 05:00 - 30.07.2016 06:00","363","0"
"30.07.2016 06:00 - 30.07.2016 07:00","366","0"
"30.07.2016 07:00 - 30.07.2016 08:00","275","0"
"30.07.2016 08:00 - 30.07.2016 09:00","233","0"
"30.07.2016 09:00 - 30.07.2016 10:00","139","0"
"30.07.2016 10:00 - 30.07.2016 11:00","180","0"
"30.07.2016 11:00 - 30.07.2016 12:00","236","0"
"30.07.2016 12:00 - 30.07.2016 13:00","240","0"
"30.07.2016 13:00 - 30.07.2016 14:00","223","0"
"30.07.2016 14:00 - 30.07.2016 15:00","266","0"
"30.07.2016 15:00 - 30.07.2016 16:00","252","0"
"30.07.2016 16:00 - 30.07.2016 17:00","234","0"
"30.07.2016 17:00 - 30.07.2016 18:00","222","0"
"30.07.2016 18:00 - 30.07.2016 19:00","126","0"
"30.07.2016 19:00 - 30.07.2016 20:00","79","0"
"30.07.2016 20:00 - 30.07.2016 21:00","111","0"
"30.07.2016 21:00 - 30.07.2016 22:00","62","0"
"30.07.2016 22:00 - 30.07.2016 23:00","14","0"
"30.07.2016 23:00 - 31.07.2016 00:00","140","0"
"31.07.2016 00:00 - 31.07.2016 01:00","349","0"
"31.07.2016 01:00 - 31.07.2016 02:00","480","0"
"31.07.2016 02:00 - 31.07.2016 03:00","565","0"
"31.07.2016 03:00 - 31.07.2016 04:00","577","0"
"31.07.2016 04:00 - 31.07.2016 05:00","602","0"
"31.07.2016 05:00 - 31.07.2016 06:00","600","0"
"31.07.2016 06:00 - 31.07.2016 07:00","614","0"
"31.07.2016 07:00 - 31.07.2016 08:00","575","0"
"31.07.2016 08:00 - 31.07.2016 09:00","462","0"
"31.07.2016 09:00 - 31.07.2016 10:00","377","0"
"31.07.2016 10:00 - 31.07.2016 11:00","328","0"
"31.07.2016 11:00 - 31.07.2016 12:00","318","0"
"31.07.2016 12:00 - 31.07.2016 13:00","317","0"
"31.07.2016 13:00 - 31.07.2016 14:00","381","0"
"31.07.2016 14:00 - 31.07.2016 15:00","473","0"
"31.07.2016 15:00 - 31.07.2016 16:00","488","0"
"31.07.2016 16:00 - 31.07.2016 17:00","447","0"
"31.07.2016 17:00 - 31.07.2016 18:00","389","0"
"31.07.2016 18:00 - 31.07.2016 19:00","361","0"
"31.07.2016 19:00 - 31.07.2016 20:00","325","0"
"31.07.2016 20:00 - 31.07.2016 21:00","192","0"
"31.07.2016 21:00 - 31.07.2016 22:00","156","0"
"31.07.2016 22:00 - 31.07.2016 23:00","155","0"
"31.07.2016 23:00 - 01.08.2016 00:00","287","0"
"01.08.2016 00:00 - 01.08.2016 01:00","494","0"
"01.08.2016 01:00 - 01.08.2016 02:00","562","0"
"01.08.2016 02:00 - 01.08.2016 03:00","582","0"
"01.08.2016 03:00 - 01.08.2016 04:00","541","0"
"01.08.2016 04:00 - 01.08.2016 05:00","550","0"
"01.08.2016 05:00 - 01.08.2016 06:00","522","0"
"01.08.2016 06:00 - 01.08.2016 07:00","235","0"
"01.08.2016 07:00 - 01.08.2016 08:00","0","37"
"01.08.2016 08:00 - 01.08.2016 09:00","0","154"
"01.08.2016 09:00 - 01.08.2016 10:00","0","45"
"01.08.2016 10:00 - 01.08.2016 11:00","175","0"
"01.08.2016 11:00 - 01.08.2016 12:00","120","0"
"01.08.2016 12:00 - 01.08.2016 13:00","54","0"
"01.08.2016 13:00 - 01.08.2016 14:00","81","0"
"01.08.2016 14:00 - 01.08.2016 15:00","29","0"
"01.08.2016 15:00 - 01.08.2016 16:00","59","0"
"01.08.2016 16:00 - 01.08.2016 17:00","198","0"
"01.08.2016 17:00 - 01.08.2016 18:00","0","26"
"01.08.2016 18:00 - 01.08.2016 19:00","0","144"
"01.08.2016 19:00 - 01.08.2016 20:00","0","177"
"01.08.2016 20:00 - 01.08.2016 21:00","25","0"
"01.08.2016 21:00 - 01.08.2016 22:00","76","0"
"01.08.2016 22:00 - 01.08.2016 23:00","28","0"
"01.08.2016 23:00 - 02.08.2016 00:00","115","0"
"02.08.2016 00:00 - 02.08.2016 01:00","138","0"
"02.08.2016 01:00 - 02.08.2016 02:00","335","0"
"02.08.2016 02:00 - 02.08.2016 03:00","357","0"
